county,state_id,lat,lng
Madison,TN,35.6081,-88.8385
Montgomery,VA,37.1743,-80.3872
Dubuque,IA,42.4688,-90.8825
Franklin,WA,46.5347,-118.899
Sutter,CA,39.0346,-121.6948
Suffolk,VA,36.6953,-76.6398
Rogers,OK,36.3715,-95.6043
Lenawee,MI,41.8951,-84.0664
Roanoke,VA,37.2785,-79.958
Putnam,NY,41.4267,-73.7495
Nassau,FL,30.6107,-81.8019
Portsmouth,VA,36.8453,-76.3554
Ashtabula,OH,41.7072,-80.7482
Roanoke,VA,37.2693,-80.068
Northeastern Connecticut,CT,41.827,-71.9769
Benton,OR,44.4918,-123.4293
Lafourche,LA,29.5662,-90.4256
Nash,NC,35.9673,-77.9864
Grand Traverse,MI,44.6687,-85.5605
St. Croix,WI,45.034,-92.4526
Lauderdale,AL,34.9014,-87.654
Madison,KY,37.7202,-84.278
Geauga,OH,41.4996,-81.1786
Fairbanks North Star,AK,64.8078,-146.5654
Rockdale,GA,33.6542,-84.0266
Frederick,VA,39.2046,-78.2626
Cape May,NJ,39.1494,-74.8005
Calvert,MD,38.5434,-76.5687
St. Clair,AL,33.7157,-86.3146
Twin Falls,ID,42.356,-114.6672
Campbell,KY,38.9465,-84.3795
Pottawattamie,IA,41.3366,-95.5423
Ozaukee,WI,43.384,-87.9509
Christian,MO,36.9696,-93.1889
Cabell,WV,38.4203,-82.2417
Lincoln,NC,35.4856,-81.2235
Steuben,NY,42.2678,-77.3838
Tuscarawas,OH,40.4409,-81.4737
Rockingham,NC,36.396,-79.775
Grafton,NH,43.9407,-71.8208
Bowie,TX,33.4458,-94.4234
Victoria,TX,28.7964,-96.9715
Wayne,NY,43.1566,-77.0294
Cullman,AL,34.1319,-86.8676
Northumberland,PA,40.852,-76.7095
Mendocino,CA,39.4402,-123.3915
Barrow,GA,33.9932,-83.7127
Polk,OR,44.9035,-123.4132
Elmore,AL,32.5966,-86.1492
Bannock,ID,42.6685,-112.2246
Lapeer,MI,43.0901,-83.2218
Dodge,WI,43.4163,-88.7075
Josephine,OR,42.3655,-123.5555
Burke,NC,35.7496,-81.7048
Angelina,TX,31.2548,-94.6119
Island,WA,48.163,-122.5481
Wagoner,OK,35.9611,-95.5212
Muskingum,OH,39.9654,-81.9444
Jefferson,WI,43.0208,-88.7759
Rockingham,VA,38.512,-78.8757
Glynn,GA,31.2309,-81.5407
Orange,TX,30.1213,-93.8939
Lewis,WA,46.5778,-122.3927
Lawrence,PA,40.9912,-80.3347
Henderson,TX,32.2119,-95.8536
Jackson,GA,34.134,-83.5665
Coryell,TX,31.3909,-97.7993
Newport,RI,41.5568,-71.2363
Cascade,MT,47.3079,-111.347
Yuba,CA,39.269,-121.3513
Hancock,IN,39.8236,-85.7733
Bullitt,KY,37.9701,-85.6959
Midland,MI,43.6468,-84.3881
Howard,IN,40.4836,-86.1169
Buchanan,MO,39.6598,-94.8059
Bartholomew,IN,39.206,-85.8976
Wood,WV,39.2112,-81.515
Orangeburg,SC,33.439,-80.8003
Leavenworth,KS,39.1993,-95.038
Dougherty,GA,31.5335,-84.2164
Indiana,PA,40.652,-79.0876
Lee,MS,34.2899,-88.6804
Payne,OK,36.0773,-96.9756
Walton,FL,30.6436,-86.1697
Cape Girardeau,MO,37.384,-89.6845
Crawford,PA,41.6847,-80.1062
Bulloch,GA,32.3968,-81.7432
Putnam,TN,36.1408,-85.4952
Chemung,NY,42.1413,-76.76
Monroe,FL,25.3191,-81.1089
St. Landry,LA,30.5989,-92.0058
Manitowoc,WI,44.12,-87.8097
Talladega,AL,33.3801,-86.1659
James City,VA,37.3289,-76.7789
Floyd,IN,38.3187,-85.907
Bedford,VA,37.3152,-79.5242
Caldwell,NC,35.953,-81.5464
Oconee,SC,34.7535,-83.0659
Kosciusko,IN,41.2441,-85.8607
Walker,TX,30.739,-95.5723
Chelan,WA,47.8692,-120.619
Chatham,NC,35.7026,-79.2554
Natrona,WY,42.9622,-106.7986
Umatilla,OR,45.5919,-118.7369
Sullivan,NY,41.7164,-74.7681
Clinton,MI,42.9437,-84.6015
Lynchburg,VA,37.4004,-79.1908
Tooele,UT,40.4487,-113.1311
Wilson,NC,35.7051,-77.9187
Anderson,TN,36.1185,-84.1985
Clearfield,PA,41,-78.4742
Clinton,NY,44.7462,-73.6782
Valencia,NM,34.7155,-106.8091
Forrest,MS,31.1889,-89.2579
Augusta,VA,38.1644,-79.1338
White,AR,35.2563,-91.7456
Clallam,WA,48.0493,-123.9308
Cheshire,NH,42.9193,-72.2512
Grays Harbor,WA,47.1503,-123.7735
Cole,MO,38.5054,-92.2816
Ross,OH,39.3376,-83.057
Broomfield,CO,39.9541,-105.0527
Cattaraugus,NY,42.2486,-78.6788
Van Buren,MI,42.2513,-86.0188
Robertson,TN,36.5255,-86.8706
Lonoke,AR,34.7543,-91.8888
Putnam,FL,29.6087,-81.7443
Cayuga,NY,42.9175,-76.5545
Wise,TX,33.2159,-97.6545
Hancock,OH,41.0019,-83.6665
Boone,IN,40.0508,-86.4687
Erie,OH,41.3641,-82.6194
Fauquier,VA,38.7386,-77.8092
Franklin,NC,36.0827,-78.2857
Wood,WI,44.4553,-90.0416
Lea,NM,32.7921,-103.4125
Kauai,HI,22.04,-159.5961
Lewis and Clark,MT,47.1224,-112.3905
Pottawatomie,OK,35.2066,-96.9484
Raleigh,WV,37.7713,-81.2487
Grand Forks,ND,47.9219,-97.4569
Creek,OK,35.9026,-96.3709
Somerset,PA,39.9725,-79.0283
Morgan,IN,39.4816,-86.4462
Scioto,OH,38.8039,-82.9929
Vermilion,IL,40.1834,-87.7328
DeKalb,AL,34.4598,-85.8041
Christian,KY,36.8941,-87.4904
Riley,KS,39.2966,-96.7352
Columbia,FL,30.2242,-82.6215
Greene,TN,36.1753,-82.8458
Lauderdale,MS,32.4043,-88.6626
Surry,NC,36.4146,-80.688
York,VA,37.2431,-76.5635
Franklin,MA,42.5831,-72.5918
Portage,WI,44.476,-89.5014
Lincoln,SD,43.2789,-96.7218
McKinley,NM,35.5807,-108.2618
Troup,GA,33.0335,-85.0284
Klamath,OR,42.6864,-121.6501
San Patricio,TX,28.0092,-97.5188
Harrison,TX,32.5481,-94.3715
Blue Earth,MN,44.0346,-94.067
Greenwood,SC,34.1537,-82.1259
Oldham,KY,38.3994,-85.4483
Carteret,NC,34.8357,-76.6589
Effingham,GA,32.3674,-81.3414
Ward,ND,48.2217,-101.5418
Spalding,GA,33.2609,-84.2841
Otero,NM,32.6132,-105.7414
Walker,GA,34.7356,-85.301
Laurens,SC,34.4834,-82.0057
Catoosa,GA,34.9036,-85.1382
Iberia,LA,29.8967,-91.7308
Kershaw,SC,34.3388,-80.5902
Butler,KS,37.7813,-96.8391
Lake,CA,39.1,-122.7534
Shiawassee,MI,42.9537,-84.1467
Mason,WA,47.3483,-123.193
Rice,MN,44.3543,-93.2967
Montcalm,MI,43.311,-85.1525
Crow Wing,MN,46.4824,-94.0709
McCracken,KY,37.054,-88.7128
Allegany,MD,39.6214,-78.6976
Liberty,GA,31.8282,-81.4949
Madison,NY,42.9128,-75.6696
Union,OH,40.2994,-83.3716
San Benito,CA,36.6057,-121.075
Marquette,MI,46.4313,-87.6416
Aroostook,ME,46.6589,-68.5989
St. Francois,MO,37.8103,-90.4722
Williamson,IL,37.7303,-88.9299
Chippewa,WI,45.0694,-91.2799
Ionia,MI,42.9451,-85.0746
Jones,MS,31.6225,-89.1688
Muskogee,OK,35.6162,-95.3795
Wayne,IN,39.8644,-85.0099
Grant,IN,40.5158,-85.6547
Starr,TX,26.5621,-98.7387
Clay,MN,46.8923,-96.4906
Sauk,WI,43.4267,-89.9482
Wilkes,NC,36.2062,-81.163
Pulaski,KY,37.1039,-84.5772
Hood,TX,32.4299,-97.8323
Lee,NC,35.4752,-79.1715
Lamar,MS,31.206,-89.5087
Hamblen,TN,36.2171,-83.2667
Pender,NC,34.5249,-77.9052
Warren,NY,43.561,-73.846
Belmont,OH,40.0158,-80.9885
Carbon,PA,40.9182,-75.7089
Columbia,PA,41.0486,-76.4052
Apache,AZ,35.3955,-109.4888
Salem,NJ,39.5876,-75.3491
Warrick,IN,38.0922,-87.2721
Tehama,CA,40.1256,-122.2341
Nacogdoches,TX,31.616,-94.6159
Marion,OH,40.5872,-83.1609
Harrison,WV,39.2835,-80.3799
Rutherford,NC,35.4026,-81.9198
Walker,AL,33.8033,-87.2973
Coos,OR,43.1742,-124.0594
Georgetown,SC,33.4343,-79.3327
Jefferson,AR,34.2683,-91.9304
Adams,IL,39.9879,-91.1885
Belknap,NH,43.5179,-71.4227
Stanly,NC,35.3119,-80.251
Armstrong,PA,40.8121,-79.4646
Isabella,MI,43.6406,-84.8468
Jefferson,OH,40.385,-80.761
Chaves,NM,33.3633,-104.4669
Pope,AR,35.4479,-93.0345
Cumberland,TN,35.9504,-84.9984
Barry,MI,42.595,-85.309
Knox,OH,40.3988,-82.4215
Lincoln,MO,39.058,-90.96
Laurel,KY,37.1107,-84.1178
Haywood,NC,35.556,-82.9822
Van Zandt,TX,32.5637,-95.8365
Darlington,SC,34.3325,-79.9577
Hall,NE,40.8726,-98.5022
Garfield,CO,39.5993,-107.904
Iron,UT,37.8592,-113.2895
Walla Walla,WA,46.2298,-118.4784
Garfield,OK,36.3791,-97.7827
Athens,OH,39.3339,-82.0452
Lyon,NV,39.0206,-119.189
Tipton,TN,35.4973,-89.7566
Reno,KS,37.953,-98.086
Waller,TX,30.0108,-95.9876
Livingston,NY,42.728,-77.7755
Box Elder,UT,41.521,-113.0821
Crawford,AR,35.5881,-94.2428
Eddy,NM,32.4714,-104.3044
Columbia,NY,42.2501,-73.6318
St. Joseph,MI,41.9144,-85.5278
Granville,NC,36.304,-78.6527
Pike,PA,41.332,-75.0338
Washington,NY,43.3137,-73.4308
Otter Tail,MN,46.4088,-95.708
Rutland,VT,43.5801,-73.0363
Kenai Peninsula,AK,60.2654,-151.5651
Pickaway,OH,39.6419,-83.0244
Newton,MO,36.9055,-94.3393
Otsego,NY,42.6338,-75.0326
Washington,VT,44.2736,-72.6147
Autauga,AL,32.5349,-86.6427
Bradford,PA,41.7887,-76.5154
Pittsylvania,VA,36.8213,-79.3971
Herkimer,NY,43.4193,-74.9624
Coffee,TN,35.4906,-86.0748
Scott,KY,38.2916,-84.5839
Blount,AL,33.9809,-86.5674
Sampson,NC,34.9916,-78.3714
Jefferson,WV,39.3076,-77.8628
Oxford,ME,44.4999,-70.7566
Gordon,GA,34.5032,-84.8759
Washington,OH,39.4553,-81.4953
Russell,AL,32.2884,-85.1849
Sandusky,OH,41.3562,-83.1464
Loudon,TN,35.7348,-84.3119
Mercer,WV,37.4055,-81.1114
Anderson,TX,31.8133,-95.6525
Carson City,NV,39.1511,-119.7476
Lafayette,MS,34.3568,-89.485
Huron,OH,41.1463,-82.598
Columbia,WI,43.4666,-89.3337
Maverick,TX,28.7426,-100.3145
Colbert,AL,34.7005,-87.8049
Chisago,MN,45.5025,-92.9083
Windsor,VT,43.5799,-72.5862
Hawkins,TN,36.4412,-82.9447
Lowndes,MS,33.4729,-88.4433
Genesee,NY,43.0009,-78.1937
Hardin,TX,30.3324,-94.3902
Pearl River,MS,30.7688,-89.5896
Putnam,WV,38.5086,-81.909
Vermilion,LA,29.8465,-92.3242
Camden,GA,30.9306,-81.6699
Acadia,LA,30.2906,-92.412
Jefferson,TN,36.051,-83.4463
Lawrence,OH,38.5984,-82.5368
Pike,KY,37.4691,-82.3958
Carter,TN,36.2928,-82.1275
Cherokee,SC,35.0481,-81.6206
Grady,OK,35.0169,-97.8841
Taney,MO,36.6548,-93.0411
Hancock,ME,44.6647,-68.3584
La Plata,CO,37.2866,-107.8433
Dickson,TN,36.149,-87.3567
Marion,WV,39.51,-80.2434
Campbell,VA,37.2054,-79.0966
Roane,TN,35.8479,-84.5232
Eagle,CO,39.6278,-106.6953
Franklin,VA,36.992,-79.8811
Watauga,NC,36.2311,-81.6964
Whiteside,IL,41.7562,-89.9141
Coffee,AL,31.4027,-85.9882
Lenoir,NC,35.2388,-77.6413
McMinn,TN,35.4247,-84.6175
Seneca,OH,41.1239,-83.1277
Johnson,MO,38.7441,-93.8064
Navarro,TX,32.047,-96.4725
Madison,ID,43.7841,-111.6592
Jessamine,KY,37.872,-84.5809
Tuolumne,CA,38.0276,-119.9548
Warren,IA,41.3343,-93.5615
Culpeper,VA,38.486,-77.9558
Nye,NV,38.0423,-116.4719
Elko,NV,41.1457,-115.3577
Washington,VA,36.7244,-81.9598
Pulaski,MO,37.8246,-92.2076
Hoke,NC,35.0175,-79.2373
Gila,AZ,33.7997,-110.8116
Worcester,MD,38.2128,-75.334
Saline,KS,38.7838,-97.65
Medina,TX,29.3557,-99.1101
Columbia,OR,45.9438,-123.0883
Kerr,TX,30.0615,-99.35
Washington,OK,36.7152,-95.9044
Boone,IL,42.3231,-88.8234
Grundy,IL,41.2851,-88.4185
Jackson,IL,37.7851,-89.3821
Jackson,AL,34.7795,-85.9993
Tuscola,MI,43.4641,-83.4167
Calumet,WI,44.0816,-88.2181
Rusk,TX,32.1077,-94.7618
Polk,TX,30.7927,-94.83
Wilson,TX,29.174,-98.0866
Burnet,TX,30.7884,-98.1823
Fulton,NY,43.1138,-74.4222
Ashland,OH,40.846,-82.2707
Bedford,TN,35.5138,-86.4589
Logan,OK,35.9193,-97.4433
Cherokee,TX,31.837,-95.1652
Franklin,KY,38.2391,-84.8771
Queen Anne's,MD,39.068,-76.02
Carroll,NH,43.8738,-71.2031
Oktibbeha,MS,33.425,-88.8793
Grant,WI,42.8675,-90.7062
Darke,OH,40.1332,-84.6193
Waupaca,WI,44.4705,-88.9648
Cass,MI,41.9154,-85.9935
Chambers,TX,29.7384,-94.61
Ogle,IL,42.0426,-89.3207
St. Charles,LA,29.9055,-90.3582
Harrisonburg,VA,38.4362,-78.8735
St. Martin,LA,30.1291,-91.6083
Wayne,PA,41.6487,-75.3033
Dearborn,IN,39.1452,-84.9732
Bonner,ID,48.3,-116.6011
Atascosa,TX,28.8935,-98.5272
Lincoln,OR,44.642,-123.8682
Somerset,ME,45.5139,-69.9589
Gibson,TN,35.9966,-88.9326
Newaygo,MI,43.5542,-85.8009
Lamar,TX,33.6673,-95.5712
Franklin,VT,44.8576,-72.9131
Buffalo,NE,40.8552,-99.075
Bristol,RI,41.7173,-71.284
Columbus,NC,34.2657,-78.655
Henry,VA,36.6828,-79.874
Venango,PA,41.401,-79.758
Laurens,GA,32.4636,-82.9222
Winona,MN,43.9869,-91.7792
Bingham,ID,43.2166,-112.3981
Fremont,CO,38.4731,-105.4395
Douglas,NV,38.9123,-119.6162
Dale,AL,31.4318,-85.611
Montgomery,NY,42.9023,-74.4397
Duplin,NC,34.9365,-77.933
Shelby,KY,38.2155,-85.1948
Le Flore,OK,34.9003,-94.7034
Knox,IL,40.9318,-90.2132
Henry,IN,39.9311,-85.3964
Santa Cruz,AZ,31.5259,-110.8465
Edgecombe,NC,35.9129,-77.5971
Caldwell,TX,29.8368,-97.6199
Henry,IL,41.3531,-90.1314
Kendall,TX,29.9447,-98.7115
Carter,OK,34.2509,-97.2858
Bryan,GA,32.0145,-81.4436
Bryan,OK,33.9623,-96.2598
Jackson,FL,30.7954,-85.2155
Lincoln,LA,32.6016,-92.6649
Stevens,WA,48.3991,-117.8552
Goodhue,MN,44.4097,-92.7229
Cherokee,OK,35.9067,-94.9997
Shelby,OH,40.3316,-84.2048
Boyd,KY,38.3596,-82.6878
Tioga,NY,42.1703,-76.3063
St. Mary,LA,29.7207,-91.4486
Habersham,GA,34.631,-83.5311
Val Verde,TX,29.8929,-101.1517
Monroe,TN,35.4427,-84.2527
Halifax,NC,36.2574,-77.6517
Curry,NM,34.5742,-103.347
Nelson,KY,37.8052,-85.466
Bedford,PA,40.0065,-78.4903
Noble,IN,41.3986,-85.4175
Greene,NY,42.2765,-74.1227
Crittenden,AR,35.2057,-90.3078
Campbell,WY,44.2482,-105.5482
Kittitas,WA,47.1244,-120.6799
Allegany,NY,42.2574,-78.0276
Vernon,LA,31.1083,-93.1843
Whitman,WA,46.9012,-117.523
Wood,TX,32.7864,-95.3821
Barron,WI,45.4237,-91.8483
Coles,IL,39.5203,-88.2217
Ravalli,MT,46.0817,-114.1207
Franklin,NY,44.5929,-74.3038
Jackson,IN,38.9064,-86.0375
Beltrami,MN,47.9738,-94.9376
Greene,AR,36.1176,-90.5591
Chenango,NY,42.4935,-75.6116
Marshall,IN,41.3248,-86.2618
Clinton,IA,41.898,-90.532
Calaveras,CA,38.2046,-120.5541
Cortland,NY,42.595,-76.0703
Perry,PA,40.3984,-77.2623
Colquitt,GA,31.1884,-83.7688
Monroe,WI,43.9457,-90.6178
Hancock,MS,30.4165,-89.489
Auglaize,OH,40.5609,-84.2217
Logan,OH,40.3885,-83.7658
Mifflin,PA,40.6104,-77.617
Osage,OK,36.6292,-96.3985
Chilton,AL,32.8479,-86.7188
Windham,VT,42.9906,-72.7139
Thomas,GA,30.8637,-83.9193
Hillsdale,MI,41.8878,-84.5929
Polk,WI,45.4614,-92.4414
Dunn,WI,44.9466,-91.8964
Charlottesville,VA,38.0375,-78.4855
Levy,FL,29.3184,-82.7434
Lawrence,TN,35.2174,-87.3956
Suwannee,FL,30.1956,-82.9915
Branch,MI,41.9161,-85.059
Itasca,MN,47.5095,-93.6319
McClain,OK,35.0093,-97.4443
Shelby,IN,39.5237,-85.7917
Phelps,MO,37.8772,-91.7923
Stokes,NC,36.4019,-80.2397
Washington,LA,30.8533,-90.0405
Hopkins,KY,37.3088,-87.5408
Lawrence,IN,38.8412,-86.4834
Barren,KY,36.9656,-85.9337
Shenandoah,VA,38.8583,-78.5709
McDowell,NC,35.6817,-82.0493
Callaway,MO,38.8355,-91.926
Beaufort,NC,35.494,-76.8598
Delaware,NY,42.1981,-74.9665
Madison,OH,39.8942,-83.4004
St. Bernard,LA,29.8691,-89.5549
Holmes,OH,40.5612,-81.9293
Douglas,WA,47.7361,-119.6918
Macoupin,IL,39.261,-89.9245
Henderson,KY,37.7958,-87.5729
Douglas,WI,46.4329,-91.9162
Davie,NC,35.9291,-80.5445
Kandiyohi,MN,45.1524,-95.0047
Franklin,TN,35.1556,-86.0937
Jefferson,PA,41.1282,-78.9994
Brown,OH,38.9338,-83.8673
Montrose,CO,38.4022,-108.2692
DeKalb,IN,41.3976,-84.9991
Erath,TX,32.2363,-98.2179
Polk,GA,34.0018,-85.1881
Chesterfield,SC,34.6398,-80.1587
Jackson,NC,35.2876,-83.1408
Stephenson,IL,42.3518,-89.6623
Sullivan,NH,43.3613,-72.2221
Gadsden,FL,30.5795,-84.6137
Camden,MO,38.027,-92.766
Huntingdon,PA,40.4169,-77.9812
Baldwin,GA,33.0693,-83.2496
Kay,OK,36.818,-97.1439
Dubois,IN,38.3643,-86.8798
Pittsburg,OK,34.9239,-95.7484
Oconee,GA,33.835,-83.4371
Stephens,OK,34.4856,-97.8515
Highland,OH,39.1847,-83.601
Siskiyou,CA,41.5927,-122.5404
Okanogan,WA,48.5488,-119.7408
Pettis,MO,38.7283,-93.2851
Coffee,GA,31.5493,-82.8492
Fayette,TN,35.197,-89.4142
Prince George,VA,37.1865,-77.2242
Cooke,TX,33.6393,-97.2126
Warren,MS,32.3573,-90.852
Manassas,VA,38.7479,-77.4839
Summit,UT,40.8683,-110.9557
Washington,MS,33.2839,-90.9474
Nez Perce,ID,46.3268,-116.7502
Cerro Gordo,IA,43.0816,-93.2608
Isanti,MN,45.5615,-93.2951
Pierce,WI,44.7194,-92.4224
Upshur,TX,32.7363,-94.9415
Muscatine,IA,41.4839,-91.1127
Mercer,OH,40.54,-84.6294
Union,PA,40.963,-77.0622
Baxter,AR,36.2872,-92.3369
Hendry,FL,26.5535,-81.1659
Miller,AR,33.3124,-93.8921
Richmond,NC,35.0059,-79.7479
Vance,NC,36.3649,-78.4079
Fulton,OH,41.6018,-84.1301
Danville,VA,36.5831,-79.4087
Warren,TN,35.6787,-85.7785
Marinette,WI,45.3834,-88.0337
Butler,MO,36.7164,-90.4066
Clinton,OH,39.4149,-83.8084
Cheatham,TN,36.2611,-87.0868
Wharton,TX,29.2779,-96.2221
Crawford,OH,40.8508,-82.9198
Benton,MN,45.6991,-93.9988
Ohio,WV,40.0969,-80.6189
Sweetwater,WY,41.6595,-108.8796
Warren,VA,38.9087,-78.2085
Tift,GA,31.4574,-83.5266
Amador,CA,38.4464,-120.6511
Gratiot,MI,43.2927,-84.6049
Clatsop,OR,45.995,-123.6557
Delaware,OK,36.4082,-94.8026
Mecosta,MI,43.6408,-85.3246
Latah,ID,46.8162,-116.7117
Shawano,WI,44.7892,-88.7654
Knox,ME,44.141,-69.1687
Tioga,PA,41.7722,-77.2543
Tallapoosa,AL,32.8624,-85.7975
Pasquotank,NC,36.2955,-76.2843
Okeechobee,FL,27.3864,-80.8886
LaGrange,IN,41.6426,-85.4265
Preble,OH,39.7415,-84.648
St. John the Baptist,LA,30.1264,-90.471
Murray,GA,34.7884,-84.7481
Webster,MO,37.2809,-92.8759
Sanilac,MI,43.4236,-82.8203
Howell,MO,36.774,-91.8865
Mower,MN,43.6715,-92.7525
Waldo,ME,44.5026,-69.1453
Marshall,IA,42.0358,-92.9988
Rio Arriba,NM,36.5096,-106.6931
Ottawa,OH,41.5379,-83.1435
Louisa,VA,37.9786,-77.963
Isle of Wight,VA,36.8912,-76.7259
McKean,PA,41.8076,-78.569
Sequoyah,OK,35.4953,-94.7552
Harrison,IN,38.1951,-86.1115
Campbell,TN,36.4035,-84.1494
Wyoming,NY,42.7024,-78.2244
Snyder,PA,40.7698,-77.0702
Tazewell,VA,37.125,-81.5606
Orleans,NY,43.2521,-78.2312
Mayes,OK,36.3019,-95.2307
Pike,MS,31.1749,-90.4042
Oconto,WI,45.0264,-88.2697
Douglas,MN,45.9338,-95.4535
Williams,ND,48.3437,-103.4802
Person,NC,36.39,-78.9718
Fremont,WY,43.0405,-108.6304
Gloucester,VA,37.416,-76.5434
Fayette,WV,38.0287,-81.0812
Graham,AZ,32.9326,-109.8875
Mississippi,AR,35.7624,-90.0522
Crawford,KS,37.5073,-94.8518
Avoyelles,LA,31.0763,-92.0014
Jim Wells,TX,27.7314,-98.0899
Champaign,OH,40.1377,-83.7696
Colleton,SC,32.8638,-80.6671
Lawrence,MO,37.1064,-93.833
Des Moines,IA,40.9232,-91.1815
Newberry,SC,34.2898,-81.6001
Brown,TX,31.7742,-98.9998
Defiance,OH,41.3239,-84.4905
Montgomery,IN,40.0404,-86.8933
Woodford,IL,40.7883,-89.2113
Albany,WY,41.6545,-105.7238
Pontotoc,OK,34.728,-96.6844
Calloway,KY,36.621,-88.2723
Guernsey,OH,40.052,-81.4943
Susquehanna,PA,41.8214,-75.8007
Independence,AR,35.7416,-91.5697
Oneida,WI,45.7055,-89.5218
Wayne,WV,38.1459,-82.427
Boone,AR,36.3086,-93.0915
Finney,KS,38.0443,-100.737
Jasper,IA,41.686,-93.0538
Macon,NC,35.1505,-83.4222
Scott,MO,37.053,-89.5686
Warren,PA,41.8145,-79.2741
Talbot,MD,38.7714,-76.0971
Union,AR,33.1713,-92.5972
Brown,SD,45.5898,-98.3516
Dare,NC,35.7824,-75.7988
Orange,VA,38.2461,-78.014
Clinton,PA,41.234,-77.6385
Hopkins,TX,33.1496,-95.564
Houghton,MI,46.8976,-88.6875
Cass,IN,40.7615,-86.346
Addison,VT,44.0309,-73.1408
Covington,AL,31.2485,-86.4513
Yadkin,NC,36.1605,-80.6652
Steele,MN,44.0223,-93.2261
Dodge,NE,41.5779,-96.654
Hill,TX,31.9907,-97.1324
Fannin,TX,33.5938,-96.1069
